"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.072799844E1,-1.088212579E-1,4.887044430E-2,-9.924177170E0
2.073199844E1,-7.453628629E-2,4.186022282E-2,-9.869933128E0
2.073600000E1,-9.874644876E-2,3.447650373E-2,-9.889595032E0
2.073999844E1,-8.401732892E-2,3.465846181E-2,-9.876656532E0
2.074399844E1,-1.002595872E-1,4.305732250E-2,-9.876771927E0
2.074799844E1,-1.024239510E-1,6.218220666E-2,-9.894938469E0
2.075200000E1,-1.278790981E-1,6.294835359E-2,-9.880620956E0
2.075599844E1,-1.392850727E-1,5.116888136E-2,-9.904467583E0
2.075999844E1,-1.396298409E-1,4.847779498E-2,-9.885476112E0
2.076399844E1,-1.183789074E-1,5.431006849E-2,-9.886233330E0
2.076800000E1,-1.060727164E-1,4.918648303E-2,-9.902523041E0
2.077200000E1,-8.961018175E-2,4.494395480E-2,-9.901134491E0
2.077599844E1,-9.262687713E-2,4.849694669E-2,-9.880286217E0
2.077999844E1,-8.530062437E-2,5.497087166E-2,-9.876905441E0
2.078400000E1,-9.724289924E-2,4.426399991E-2,-9.882124901E0
2.078799844E1,-9.027098119E-2,5.382165685E-2,-9.876713753E0
2.079199844E1,-1.068675816E-1,5.435795709E-2,-9.885390282E0
2.079599844E1,-1.221138611E-1,5.305550992E-2,-9.890495300E0
2.080000000E1,-1.244601831E-1,5.627331510E-2,-9.874502182E0
2.080399844E1,-1.308000386E-1,5.408980697E-2,-9.888570786E0
2.080799844E1,-1.311160624E-1,5.194459856E-2,-9.883915901E0
2.081199844E1,-1.137724668E-1,5.197333172E-2,-9.881254196E0
2.081600000E1,-1.050767228E-1,4.833414406E-2,-9.883418083E0
2.081999844E1,-1.084956452E-1,5.859090388E-2,-9.882134438E0
2.082400000E1,-9.101797640E-2,4.174530134E-2,-9.888847351E0
2.082799844E1,-7.904696465E-2,5.173391104E-2,-9.892046928E0
2.083199844E1,-8.290641755E-2,5.496129766E-2,-9.885103226E0
2.083599844E1,-1.016673818E-1,5.103480443E-2,-9.892898560E0
2.083999844E1,-1.103726923E-1,5.850471184E-2,-9.893166542E0
2.084400000E1,-1.103535444E-1,5.786306784E-2,-9.894631386E0
2.084799844E1,-1.232822314E-1,5.485595018E-2,-9.893080711E0
2.085199844E1,-1.215488315E-1,5.118803307E-2,-9.884164810E0
2.085599844E1,-1.212519556E-1,4.423527047E-2,-9.881665230E0
2.086000000E1,-1.178426072E-1,5.217444152E-2,-9.879194260E0
2.086400000E1,-1.075571105E-1,4.958870634E-2,-9.885294914E0
2.086799844E1,-1.108802706E-1,5.070919171E-2,-9.889776230E0
2.087199844E1,-9.771215916E-2,5.385996401E-2,-9.882719040E0
2.087600000E1,-1.056992188E-1,3.409343213E-2,-9.892525673E0
2.087999844E1,-1.187907085E-1,3.325067088E-2,-9.883982658E0
2.088399844E1,-1.034103632E-1,5.353435129E-2,-9.879510880E0
2.088799844E1,-1.122880653E-1,6.045838073E-2,-9.876417160E0
2.089200000E1,-1.222000569E-1,5.408980697E-2,-9.889020920E0
2.089599844E1,-1.167029664E-1,5.662765726E-2,-9.890552521E0
2.089999844E1,-1.146822572E-1,5.668511987E-2,-9.893329620E0
2.090399844E1,-1.052778363E-1,4.478114843E-2,-9.889796257E0
2.090800000E1,-1.144907251E-1,6.034345925E-2,-9.890706062E0
2.091199844E1,-1.199782342E-1,3.399766609E-2,-9.881416321E0
2.091599844E1,-1.063791737E-1,3.767516091E-2,-9.884711266E0
2.091999844E1,-8.643067628E-2,3.918829188E-2,-9.884193420E0
2.092400000E1,-9.380482137E-2,4.131434485E-2,-9.886568069E0
2.092799844E1,-9.755893052E-2,4.645708948E-2,-9.877020836E0
2.093199844E1,-1.121635586E-1,4.011724517E-2,-9.877297401E0
2.093599844E1,-1.004607007E-1,5.994123593E-2,-9.866275787E0
2.094000000E1,-9.860280901E-2,5.069961399E-2,-9.879692078E0
2.094399844E1,-1.198537350E-1,5.233725160E-2,-9.889997482E0
2.094799844E1,-1.136192307E-1,5.049850047E-2,-9.881703377E0
2.095199844E1,-1.192695573E-1,4.523125663E-2,-9.892515182E0
2.095600000E1,-1.203134209E-1,6.789956242E-2,-9.876014709E0
2.095999844E1,-9.916783124E-2,3.982993960E-2,-9.888024330E0
2.096399844E1,-1.073943079E-1,3.682282194E-2,-9.891816139E0
2.096799844E1,-1.038987711E-1,4.931097850E-2,-9.893052101E0
2.097200000E1,-9.884222597E-2,5.324704573E-2,-9.893129349E0
2.097599844E1,-9.640971571E-2,6.367618591E-2,-9.887832642E0
2.097999844E1,-9.866983443E-2,5.521986634E-2,-9.884711266E0
2.098399844E1,-1.092617884E-1,4.734773189E-2,-9.876187325E0
2.098800000E1,-1.028740630E-1,4.952166602E-2,-9.889393806E0
2.099199844E1,-1.096544340E-1,6.485413015E-2,-9.897504807E0
2.099600000E1,-1.091564372E-1,4.497268423E-2,-9.901882172E0
2.100000000E1,-1.030847505E-1,4.834371805E-2,-9.893808365E0
2.100400000E1,-1.198920459E-1,4.402458295E-2,-9.898203850E0
2.100799844E1,-1.040903181E-1,5.383123085E-2,-9.894182205E0
2.101199844E1,-1.071548909E-1,6.406883895E-2,-9.883465767E0
2.101600000E1,-9.938810021E-2,5.846640468E-2,-9.874645233E0
2.101999844E1,-1.024526805E-1,5.822698772E-2,-9.874052048E0
2.102399844E1,-1.001638249E-1,5.305550992E-2,-9.891443253E0
2.102799844E1,-1.179479510E-1,4.929182306E-2,-9.884490013E0
2.103200000E1,-1.089170203E-1,5.683834851E-2,-9.875632286E0
2.103600000E1,-1.163294762E-1,5.087199807E-2,-9.885783195E0
2.103999844E1,-1.083041057E-1,4.361277819E-2,-9.882958412E0
2.104399844E1,-1.193844751E-1,4.854483530E-2,-9.894038200E0
2.104800000E1,-1.189822480E-1,5.030696467E-2,-9.890054703E0
2.105199844E1,-1.102577746E-1,7.501512766E-2,-9.888723373E0
2.105599844E1,-1.170381531E-1,6.019023061E-2,-9.895954132E0
2.105999844E1,-1.072315052E-1,5.744168907E-2,-9.890782356E0
2.106400000E1,-1.035061255E-1,4.332547262E-2,-9.876512527E0
2.106800000E1,-1.036402062E-1,5.950070173E-2,-9.883044243E0
2.107199844E1,-9.799946845E-2,7.057148963E-2,-9.895072937E0
2.107599844E1,-1.057662517E-1,7.818505168E-2,-9.873438835E0
2.108000000E1,-1.101524383E-1,6.581181288E-2,-9.878255844E0
2.108399844E1,-1.097502038E-1,6.130113825E-2,-9.867653847E0
2.108799844E1,-1.078061163E-1,5.634992942E-2,-9.869195938E0
2.109199844E1,-1.128626689E-1,4.831499234E-2,-9.892544746E0
2.109600000E1,-1.101045460E-1,3.982036188E-2,-9.888781548E0
2.109999844E1,-1.079689190E-1,4.098873213E-2,-9.873064995E0
2.110400000E1,-9.899545461E-2,4.304774478E-2,-9.880774498E0
2.110799844E1,-1.061110198E-1,6.494033337E-2,-9.882115364E0
2.111200000E1,-1.058524475E-1,6.224924326E-2,-9.876512527E0
2.111600000E1,-1.005852073E-1,4.956955463E-2,-9.885313988E0
2.111999844E1,-1.078923047E-1,5.232767016E-2,-9.883006096E0
2.112399844E1,-1.001638249E-1,5.462610722E-2,-9.902877808E0
2.112799844E1,-1.008437723E-1,5.544970930E-2,-9.892372131E0
2.113199844E1,-1.099321693E-1,5.264370888E-2,-9.877911568E0
2.113599844E1,-1.102577746E-1,5.681919307E-2,-9.879836082E0
2.113999844E1,-1.067335159E-1,4.092169553E-2,-9.883838654E0
2.114399844E1,-1.086105630E-1,4.319139943E-2,-9.892994881E0
2.114800000E1,-1.276205331E-1,5.333323777E-2,-9.887382507E0
2.115199844E1,-1.192408204E-1,5.330450833E-2,-9.890226364E0
2.115599844E1,-1.059577912E-1,4.340208694E-2,-9.888742447E0
2.116000000E1,-1.044542342E-1,4.338293523E-2,-9.867712021E0
2.116399844E1,-1.105450839E-1,5.698200315E-2,-9.889528275E0
2.116800000E1,-1.159080938E-1,5.672342703E-2,-9.890485764E0
2.117200000E1,-1.052969918E-1,5.841852352E-2,-9.891395569E0
2.117600000E1,-1.192312464E-1,4.319139943E-2,-9.882708549E0
2.117999844E1,-1.096448600E-1,5.256709456E-2,-9.879913330E0
2.118399844E1,-1.100375131E-1,4.803726077E-2,-9.895503998E0
2.118800000E1,-1.222766712E-1,4.028962553E-2,-9.881579399E0
2.119199844E1,-9.971371293E-2,4.095042497E-2,-9.886903763E0
2.119599844E1,-1.121444106E-1,5.023035035E-2,-9.882900238E0
2.119999844E1,-1.057949811E-1,5.843767524E-2,-9.880602837E0
2.120400000E1,-1.145960689E-1,4.986643046E-2,-9.882326126E0
2.120799844E1,-1.224777848E-1,4.240610078E-2,-9.889365196E0
2.121199844E1,-1.142225713E-1,5.966350436E-2,-9.922070503E0
2.121599844E1,-1.120294854E-1,7.585788518E-2,-9.931598663E0
2.122000000E1,-1.587930322E-1,6.177040562E-2,-9.870059013E0
2.122400000E1,-1.238568425E-1,5.389827117E-2,-9.813410759E0
2.122799844E1,-1.230428144E-1,3.467761725E-2,-9.872883797E0
2.123199844E1,-1.223149821E-1,4.028004780E-2,-9.914312363E0
2.123600000E1,-1.246229857E-1,5.272032320E-2,-9.900474548E0
2.123999844E1,-1.160230190E-1,5.507621914E-2,-9.903481483E0
2.124399844E1,-8.097190410E-2,4.299986362E-2,-9.888359070E0
2.124799844E1,-8.732132614E-2,5.861963332E-2,-9.899411201E0
2.125200000E1,-9.837296605E-2,4.770207778E-2,-9.855300903E0
2.125599844E1,-6.728664041E-2,5.268201604E-2,-9.845580101E0
2.125999844E1,-7.006391883E-2,3.950433061E-2,-9.884978294E0
2.126399844E1,-6.150225550E-2,2.737051435E-2,-9.885802269E0
2.126800000E1,-7.988014072E-2,3.761769831E-2,-9.882622719E0
2.127199844E1,-7.763917744E-2,5.090072751E-2,-9.874204636E0
2.127599844E1,-1.010544673E-1,5.763322487E-2,-9.895006180E0
2.127999844E1,-1.271799952E-1,5.033569783E-2,-9.908576012E0
2.128400000E1,-1.166263521E-1,6.753564626E-2,-9.902963638E0
2.128799844E1,-1.316619366E-1,5.497087166E-2,-9.869704247E0
2.129199844E1,-1.326770782E-1,5.218401924E-2,-9.864705086E0
2.129599844E1,-1.372739375E-1,5.404191837E-2,-9.879452705E0
2.130000000E1,-1.075475365E-1,4.569094628E-2,-9.884039879E0
2.130399844E1,-8.891107142E-2,4.532702640E-2,-9.893358231E0
2.130799844E1,-8.105809242E-2,5.703946203E-2,-9.899401665E0
2.131199844E1,-7.357860357E-2,5.631162226E-2,-9.891270638E0
2.131600000E1,-8.405563235E-2,6.399222463E-2,-9.899391174E0
2.131999844E1,-1.055651382E-1,5.604347214E-2,-9.885611534E0
2.132400000E1,-1.221330166E-1,4.744350165E-2,-9.875947952E0
2.132799844E1,-1.192695573E-1,5.802587047E-2,-9.884720802E0
2.133199844E1,-1.454429626E-1,4.884171113E-2,-9.881999969E0
2.133599844E1,-1.436233670E-1,3.960009664E-2,-9.880248070E0
2.133999844E1,-1.291528195E-1,4.109407961E-2,-9.883398056E0
2.134400000E1,-1.298806667E-1,3.638229147E-2,-9.903099060E0
2.134799844E1,-1.265000403E-1,5.311297253E-2,-9.899219513E0
2.135199844E1,-1.079785004E-1,4.934928566E-2,-9.892352104E0
2.135599844E1,-8.849927783E-2,4.756800085E-2,-9.883359909E0
2.136000000E1,-9.437943250E-2,5.592855066E-2,-9.881052971E0
2.136400000E1,-1.024814099E-1,5.160941184E-2,-9.868707657E0
2.136799844E1,-1.037551239E-1,4.933971167E-2,-9.875354767E0
2.137199844E1,-1.197866946E-1,3.977248073E-2,-9.899162292E0
2.137600000E1,-1.265383512E-1,5.908889696E-2,-9.901355743E0
2.138000000E1,-1.374846399E-1,5.657019839E-2,-9.892975807E0
2.138399844E1,-1.462761462E-1,4.996220022E-2,-9.890696526E0
2.138799844E1,-1.170477271E-1,5.028781295E-2,-9.886032104E0
2.139200000E1,-1.121252552E-1,4.425442591E-2,-9.895082474E0
2.139599844E1,-1.074996591E-1,4.835329950E-2,-9.891413689E0
2.139999844E1,-9.092220664E-2,4.366066307E-2,-9.887832642E0
2.140399844E1,-9.428366274E-2,3.964798152E-2,-9.887038231E0
2.140800000E1,-7.976522297E-2,4.459919035E-2,-9.896308899E0
2.141200000E1,-8.671798557E-2,4.820007086E-2,-9.887305260E0
2.141599844E1,-1.033337489E-1,4.578671232E-2,-9.893511772E0
2.141999844E1,-1.062929779E-1,5.302678049E-2,-9.888100624E0
2.142400000E1,-1.185417175E-1,4.717535153E-2,-9.884270668E0
2.142800000E1,-1.136383861E-1,5.040273443E-2,-9.891587257E0
2.143200000E1,-1.159942821E-1,5.009627715E-2,-9.878667831E0
2.143599844E1,-1.178809106E-1,4.740519449E-2,-9.889652252E0
2.144000000E1,-1.089074463E-1,5.007712170E-2,-9.896759033E0
2.144399844E1,-9.983821213E-2,6.462428719E-2,-9.904352188E0
2.144799844E1,-1.032858565E-1,4.694550857E-2,-9.888177872E0
2.145199844E1,-1.140023097E-1,5.787264183E-2,-9.883264542E0
2.145600000E1,-1.084094569E-1,5.315127969E-2,-9.890562057E0
2.145999844E1,-9.735781699E-2,4.223372042E-2,-9.881952286E0
2.146400000E1,-1.056417525E-1,4.694550857E-2,-9.892017365E0
2.146799844E1,-1.327632815E-1,4.741477221E-2,-9.879319191E0
2.147200000E1,-1.239813417E-1,5.338112265E-2,-9.895705223E0
2.147600000E1,-1.227842420E-1,4.791276529E-2,-9.895637512E0
2.147999844E1,-1.318822056E-1,4.349785671E-2,-9.885323524E0
2.148399844E1,-1.116655618E-1,5.135083944E-2,-9.901124954E0
2.148800000E1,-1.257338971E-1,4.555686936E-2,-9.888646126E0
2.149199844E1,-1.145003065E-1,4.733815789E-2,-9.876033783E0
2.149599844E1,-1.030751690E-1,4.211879894E-2,-9.882987022E0
2.149999844E1,-9.021351486E-2,5.422388017E-2,-9.892515182E0
2.150399844E1,-1.014471129E-1,4.919605702E-2,-9.892142296E0
2.150799844E1,-1.050479934E-1,2.609679848E-2,-9.894928932E0
2.151199844E1,-1.179575250E-1,3.108631447E-2,-9.896557808E0
2.151600000E1,-1.112824902E-1,3.797203675E-2,-9.878869057E0
2.151999844E1,-1.245176420E-1,4.733815789E-2,-9.876570702E0
2.152399844E1,-1.117517576E-1,4.392881319E-2,-9.889661789E0
2.152799844E1,-1.137533113E-1,6.163632870E-2,-9.889317513E0
2.153200156E1,-1.278024912E-1,5.990292877E-2,-9.885706902E0
2.153600156E1,-1.126711369E-1,5.122634023E-2,-9.889796257E0
2.154000000E1,-9.922529757E-2,5.135083944E-2,-9.877738953E0
2.154399844E1,-1.012555808E-1,5.530606210E-2,-9.881636620E0
2.154800000E1,-1.035252810E-1,4.682100564E-2,-9.892085075E0
2.155199844E1,-9.193734825E-2,5.863878503E-2,-9.882326126E0
2.155600156E1,-1.028070226E-1,6.300581247E-2,-9.881752014E0
2.156000000E1,-1.086967513E-1,5.026865751E-2,-9.888512611E0
2.156400000E1,-1.080838367E-1,5.271074176E-2,-9.874434471E0
2.156799844E1,-1.100183576E-1,5.184883252E-2,-9.894344330E0
2.157199844E1,-1.142991856E-1,4.511633515E-2,-9.891529083E0
2.157599844E1,-1.116464138E-1,4.986643046E-2,-9.893204689E0
2.158000000E1,-1.159847081E-1,5.827486888E-2,-9.897504807E0
2.158399844E1,-9.610325843E-2,4.071100801E-2,-9.881694794E0
2.158799844E1,-9.105627984E-2,5.600516498E-2,-9.880343437E0
2.159199844E1,-1.062259451E-1,4.624639824E-2,-9.897830963E0
2.159600000E1,-9.917741269E-2,4.487691447E-2,-9.888024330E0
2.159999844E1,-1.099800467E-1,5.220317468E-2,-9.891567230E0
2.160399844E1,-9.831549972E-2,4.867890850E-2,-9.885410309E0
2.160799844E1,-1.126424000E-1,6.120537221E-2,-9.887420654E0
2.161200000E1,-1.171722338E-1,6.336972862E-2,-9.884424210E0
2.161599844E1,-1.131691262E-1,6.381984055E-2,-9.880831718E0
2.161999844E1,-1.128818244E-1,5.093903467E-2,-9.878447533E0
2.162399844E1,-1.139640063E-1,5.821740627E-2,-9.885256767E0
2.162800000E1,-1.185225621E-1,6.280469894E-2,-9.874904633E0
2.163200000E1,-1.106216982E-1,5.294058472E-2,-9.881455421E0
2.163599844E1,-1.018972248E-1,4.782657325E-2,-9.880372047E0
2.163999844E1,-1.179096475E-1,5.505706370E-2,-9.883245468E0
2.164400000E1,-1.231673136E-1,5.298847333E-2,-9.885074615E0
2.164799844E1,-1.121635586E-1,5.307466537E-2,-9.894105911E0
2.165199844E1,-1.011119261E-1,5.326620117E-2,-9.901622772E0
2.165600000E1,-1.111675724E-1,5.135083944E-2,-9.891606331E0
2.166000000E1,-1.228512824E-1,4.406289011E-2,-9.880774498E0
2.166399844E1,-1.097214743E-1,4.951209202E-2,-9.869866371E0
2.166799844E1,-1.185225621E-1,5.712565407E-2,-9.878782272E0
2.167200000E1,-1.044254974E-1,5.443457142E-2,-9.889633179E0
2.167600000E1,-1.138969660E-1,4.940674454E-2,-9.879319191E0
2.167999844E1,-9.848788381E-2,4.279874638E-2,-9.891682625E0
2.168399844E1,-1.156782433E-1,4.007893801E-2,-9.881588936E0
2.168800000E1,-1.150461808E-1,3.836468980E-2,-9.886626244E0
2.169199844E1,-1.126902848E-1,4.864060134E-2,-9.887488365E0
2.169600000E1,-1.052012220E-1,4.850652814E-2,-9.886434555E0
2.169999844E1,-1.142513081E-1,4.915774986E-2,-9.874855995E0
2.170400000E1,-1.216350272E-1,4.621766880E-2,-9.876187325E0
2.170800000E1,-1.218265593E-1,5.525817350E-2,-9.885725975E0
2.171199844E1,-1.183789074E-1,5.149449036E-2,-9.866811752E0
2.171600000E1,-1.266915798E-1,6.606081128E-2,-9.878677368E0
2.172000000E1,-1.041573510E-1,5.363012105E-2,-9.880975723E0
2.172400000E1,-1.070782766E-1,4.409161583E-2,-9.877480507E0
2.172800000E1,-1.111292616E-1,5.027823523E-2,-9.893961906E0
2.173199844E1,-1.051533371E-1,4.429273307E-2,-9.892228127E0
2.173600000E1,-1.073176935E-1,5.043146387E-2,-9.896998405E0
2.173999844E1,-1.107653528E-1,6.563943624E-2,-9.897131920E0
2.174399844E1,-1.112058759E-1,5.670427158E-2,-9.882402420E0
2.174799844E1,-1.093767062E-1,3.518518806E-2,-9.898530006E0
2.175200000E1,-1.154292524E-1,4.967489466E-2,-9.890409470E0
2.175599844E1,-1.209933758E-1,6.653007865E-2,-9.878361702E0
2.175999844E1,-1.103439704E-1,5.340027437E-2,-9.888005257E0
2.176399844E1,-1.105355099E-1,4.813303053E-2,-9.885667801E0
2.176800000E1,-1.096640155E-1,4.451299831E-2,-9.899124146E0
2.177200000E1,-9.445604682E-2,6.204812974E-2,-9.885754585E0
2.177600000E1,-1.203325838E-1,4.352658987E-2,-9.895158768E0
2.177999844E1,-1.107940748E-1,4.837245122E-2,-9.878705978E0
2.178400000E1,-1.185991764E-1,5.883990228E-2,-9.880869865E0
2.178799844E1,-1.104780436E-1,5.435795709E-2,-9.878447533E0
2.179199844E1,-9.625648707E-2,5.287355185E-2,-9.885247231E0
2.179599844E1,-1.026346385E-1,4.381389171E-2,-9.889921188E0
2.179999844E1,-1.070495471E-1,4.515464231E-2,-9.879040718E0
2.180399844E1,-1.064078957E-1,4.803726077E-2,-9.885362625E0
2.180799844E1,-1.025867537E-1,4.955997318E-2,-9.890274048E0
2.181199844E1,-1.107749268E-1,5.518155918E-2,-9.883312225E0
2.181600000E1,-1.071932018E-1,5.004839227E-2,-9.891462326E0
2.181999844E1,-1.022228375E-1,4.973235726E-2,-9.877374649E0
2.182400000E1,-1.078827307E-1,3.839341551E-2,-9.873869896E0
2.182799844E1,-1.190301254E-1,2.111686021E-2,-9.913909912E0
2.183200000E1,-9.360370785E-2,4.027047381E-2,-9.917366982E0
2.183599844E1,-1.124795973E-1,5.789179727E-2,-9.901901245E0
2.183999844E1,-1.123550981E-1,4.684973881E-2,-9.874492645E0
2.184400000E1,-1.033528969E-1,5.003881454E-2,-9.870796204E0
2.184800000E1,-1.180628762E-1,5.137956887E-2,-9.915854454E0
2.185199844E1,-1.163869351E-1,6.215347722E-2,-9.881999969E0
2.185599844E1,-1.090511009E-1,6.480625272E-2,-9.869866371E0
2.186000000E1,-1.108802706E-1,5.058469251E-2,-9.887449265E0
2.186399844E1,-1.104780436E-1,4.635174572E-2,-9.897994041E0
2.186799844E1,-1.221330166E-1,7.150044292E-2,-9.879490852E0
2.187199844E1,-1.123167872E-1,6.124367937E-2,-9.870249748E0
2.187600000E1,-1.060152501E-1,4.655285552E-2,-9.885103226E0
2.188000000E1,-9.733866155E-2,4.119942337E-2,-9.890907288E0
2.188400000E1,-1.235025004E-1,3.036805429E-2,-9.865039825E0
2.188799844E1,-1.025388688E-1,5.323746800E-2,-9.865098000E0
2.189200000E1,-1.094437465E-1,3.868072107E-2,-9.879931450E0
2.189600000E1,-1.031613648E-1,5.019204319E-2,-9.878648758E0
2.189999844E1,-1.103535444E-1,4.959828034E-2,-9.884250641E0
2.190399844E1,-1.191450506E-1,5.571785942E-2,-9.884471893E0
2.190800000E1,-1.108036563E-1,5.023992807E-2,-9.883340836E0
2.191200000E1,-1.189726740E-1,4.552813992E-2,-9.885179520E0
2.191599844E1,-1.118092164E-1,4.612190276E-2,-9.880975723E0
2.191999844E1,-1.091851741E-1,3.456269577E-2,-9.891405106E0
2.192400000E1,-1.051341891E-1,5.239471048E-2,-9.883139610E0
2.192799844E1,-1.159176677E-1,4.729985073E-2,-9.888235092E0
2.193200000E1,-1.057758331E-1,4.716577381E-2,-9.888675690E0
2.193599844E1,-9.601707011E-2,5.680004135E-2,-9.891960144E0
2.194000000E1,-9.734824300E-2,4.583459720E-2,-9.892985344E0
2.194399844E1,-1.080359593E-1,4.538448900E-2,-9.882958412E0
2.194800000E1,-1.153047532E-1,5.686707795E-2,-9.880985260E0
2.195199844E1,-1.034103632E-1,5.740338191E-2,-9.875938416E0
2.195600000E1,-1.113686860E-1,4.518337548E-2,-9.880630493E0
2.195999844E1,-1.147014126E-1,5.099649727E-2,-9.872346878E0
2.196399844E1,-1.066090167E-1,4.957912862E-2,-9.885869026E0
2.196799844E1,-1.210795641E-1,4.688804597E-2,-9.906153679E0
2.197200000E1,-1.099321693E-1,4.415865615E-2,-9.885428429E0
2.197599844E1,-1.059003323E-1,4.269340634E-2,-9.883370399E0
2.197999844E1,-1.161283553E-1,3.937025368E-2,-9.887536049E0
2.198399844E1,-1.219702139E-1,4.173572361E-2,-9.882373810E0
2.198800000E1,-1.061206013E-1,6.462428719E-2,-9.879673004E0
2.199199844E1,-1.090894118E-1,5.698200315E-2,-9.875144005E0
2.199599844E1,-1.145864949E-1,5.538267642E-2,-9.883169174E0
2.199999844E1,-9.542330354E-2,4.375643283E-2,-9.896940231E0
2.200400000E1,-9.677363932E-2,5.458780006E-2,-9.903816223E0
2.200799844E1,-1.052491069E-1,5.639781430E-2,-9.881722450E0
2.201199844E1,-1.029410958E-1,6.212474406E-2,-9.887727737E0
2.201600000E1,-9.971371293E-2,5.155195296E-2,-9.890361786E0
2.201999844E1,-1.118283793E-1,4.514506832E-2,-9.896873474E0
2.202399844E1,-1.145386100E-1,4.289451614E-2,-9.882459641E0
2.202799844E1,-1.112537608E-1,5.583278090E-2,-9.892429352E0
2.203200000E1,-1.111579984E-1,4.160165042E-2,-9.888110161E0
2.203600000E1,-1.163581982E-1,5.103480443E-2,-9.882346153E0
2.203999844E1,-1.242399141E-1,4.923436418E-2,-9.876953125E0
2.204399844E1,-1.172009557E-1,3.756023943E-2,-9.885697365E0
2.204800000E1,-1.182448342E-1,4.933013022E-2,-9.883934975E0
2.205200000E1,-9.886137396E-2,6.049668789E-2,-9.889891624E0
2.205599844E1,-1.174882650E-1,6.379111111E-2,-9.884720802E0
2.205999844E1,-1.156495214E-1,4.163995758E-2,-9.881148338E0
2.206400000E1,-1.119432971E-1,5.716396123E-2,-9.872433662E0
2.206799844E1,-1.053927615E-1,4.440765455E-2,-9.886444092E0
2.207199844E1,-1.083998829E-1,4.775953665E-2,-9.890715599E0
2.207599844E1,-1.124508679E-1,5.622543395E-2,-9.890744209E0
2.208000000E1,-1.036402062E-1,4.366066307E-2,-9.873486519E0
2.208400000E1,-1.038891971E-1,4.198472202E-2,-9.878399849E0
2.208799844E1,-1.009970009E-1,6.225882098E-2,-9.887076378E0
2.209199844E1,-1.099417433E-1,4.905240610E-2,-9.895513535E0
2.209600000E1,-9.770258516E-2,3.853707016E-2,-9.884404182E0
2.210000000E1,-1.081508771E-1,5.043146387E-2,-9.893080711E0
2.210399844E1,-1.038317382E-1,5.011542886E-2,-9.889163971E0
2.210799844E1,-1.004607007E-1,5.726930499E-2,-9.898827553E0
2.211200000E1,-1.028549075E-1,5.259582028E-2,-9.889451027E0
2.211599844E1,-1.069250479E-1,4.291366786E-2,-9.889010429E0
2.212000000E1,-1.064462066E-1,6.269935519E-2,-9.876120567E0
2.212399844E1,-9.951259941E-2,5.278735608E-2,-9.887994766E0
2.212800000E1,-9.799946845E-2,5.693411455E-2,-9.887344360E0
2.213199844E1,-1.057566777E-1,5.114014819E-2,-9.883083344E0
2.213599844E1,-1.119624451E-1,4.231990874E-2,-9.883513451E0
2.213999844E1,-9.997228533E-2,5.052723363E-2,-9.886635780E0
2.214400000E1,-1.164156646E-1,4.970362782E-2,-9.892928123E0
2.214800000E1,-1.155824810E-1,5.782476068E-2,-9.881999969E0
2.215199844E1,-1.134660020E-1,4.386177287E-2,-9.875995636E0
2.215599844E1,-1.030560136E-1,5.377376825E-2,-9.883974075E0
2.216000000E1,-1.190492883E-1,5.258624628E-2,-9.886578560E0
2.216399844E1,-1.225927025E-1,3.685155138E-2,-9.884691238E0
2.216800000E1,-1.198441610E-1,4.968447611E-2,-9.881196022E0
2.217200000E1,-1.074421927E-1,5.354392529E-2,-9.881503105E0
2.217600000E1,-9.479123354E-2,4.751053825E-2,-9.889163971E0
2.217999844E1,-1.084190309E-1,4.944505170E-2,-9.879280090E0
2.218399844E1,-1.044829637E-1,5.227021128E-2,-9.875795364E0
2.218800000E1,-1.162145510E-1,5.860047787E-2,-9.876819611E0
2.219200000E1,-1.166933924E-1,5.986462161E-2,-9.889623642E0
2.219599844E1,-1.284441352E-1,5.114972591E-2,-9.894182205E0
2.219999844E1,-1.055172607E-1,5.069003627E-2,-9.877699852E0
2.220400000E1,-9.853576869E-2,5.678088591E-2,-9.887056351E0
2.220800000E1,-1.103152409E-1,5.606262758E-2,-9.884288788E0
2.221199844E1,-1.163294762E-1,4.938759282E-2,-9.880458832E0
2.221599844E1,-1.184938252E-1,5.068046227E-2,-9.884288788E0
2.222000000E1,-1.193653196E-1,5.118803307E-2,-9.886769295E0
2.222400000E1,-1.121539846E-1,4.483860731E-2,-9.879606247E0
2.222799844E1,-1.195568517E-1,4.142926633E-2,-9.884432793E0
2.223199844E1,-1.170956194E-1,4.069185257E-2,-9.892391205E0
2.223600000E1,-1.036593542E-1,4.344039410E-2,-9.893607140E0
2.223999844E1,-1.124891713E-1,4.814260826E-2,-9.885017395E0
2.224399844E1,-1.092713624E-1,6.010403857E-2,-9.878006935E0
2.224799844E1,-9.572976083E-2,4.489606991E-2,-9.891137123E0
2.225200000E1,-1.120582223E-1,3.783796355E-2,-9.878361702E0
2.225599844E1,-1.108802706E-1,3.708139434E-2,-9.875229836E0
2.225999844E1,-9.776962548E-2,5.685750023E-2,-9.896739006E0
2.226399844E1,-1.105355099E-1,4.409161583E-2,-9.873228073E0
2.226800000E1,-1.079306081E-1,6.338888407E-2,-9.879463196E0
2.227200156E1,-1.205528378E-1,6.237374246E-2,-9.877968788E0
