"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.968494370E-1,3.665191471E-4,1.256637042E-3,-9.250245057E-4
9.008494370E-1,9.948377265E-4,-2.443460980E-4,-1.308996929E-3
9.048494370E-1,1.466076588E-3,8.726646047E-5,-9.599310579E-4
9.088494370E-1,-1.239183708E-3,1.692969352E-3,-8.726646192E-4
9.128494370E-1,-2.740166849E-3,-1.169370604E-3,-8.377580671E-4
9.168494370E-1,5.061454722E-4,-7.504915702E-4,-1.134464052E-3
9.208510000E-1,-2.967059845E-4,4.188790335E-4,-6.108652451E-4
9.248494370E-1,3.089232836E-3,-1.989675453E-3,-1.082104165E-3
9.288494370E-1,-5.951572675E-3,1.466076588E-3,-1.500983140E-3
9.328494370E-1,-3.193952609E-3,3.839724232E-4,-1.466076588E-3
9.368510000E-1,-1.710422686E-3,-4.712388909E-4,-6.981316837E-4
9.408510000E-1,0.000000000E0,-1.605702913E-3,-9.424777818E-4
9.448494370E-1,0.000000000E0,-1.151917269E-3,-1.012290944E-3
9.488494370E-1,-4.188790335E-4,-2.792526793E-4,-8.901178953E-4
9.528510000E-1,-8.552113432E-4,6.806784077E-4,-8.552113432E-4
9.568494370E-1,8.203047328E-4,-2.338741207E-3,-8.377580671E-4
9.608494370E-1,-5.235987919E-5,-4.363323096E-4,-6.981316837E-4
9.648494370E-1,2.967059845E-4,-1.308996929E-3,-1.919862116E-4
9.688510000E-1,-2.460914198E-3,7.155850180E-4,-9.773843922E-4
9.728494370E-1,-6.283185212E-4,-1.448623254E-3,-1.169370604E-3
9.768494370E-1,1.151917269E-3,-2.757620299E-3,-1.378810150E-3
9.808494370E-1,7.853981806E-4,6.457717973E-4,-1.431170036E-3
9.848510000E-1,-6.806784077E-4,3.316125658E-4,-1.134464052E-3
9.888494370E-1,-1.064650831E-3,1.151917269E-3,-1.518436475E-3
9.928494370E-1,1.745329209E-4,4.537856148E-4,-1.308996929E-3
9.968494370E-1,-3.839724232E-4,4.956734832E-3,-1.413716702E-3
1.000851000E0,1.919862116E-4,-6.457717973E-4,-5.410520826E-4
1.004849437E0,2.094395168E-4,1.047197497E-3,-6.108652451E-4
1.008849437E0,5.235987919E-5,-1.570796303E-4,-4.712388909E-4
1.012849437E0,1.745329246E-5,-1.745329246E-5,-4.363323096E-4
1.016851000E0,0.000000000E0,4.537856148E-4,-5.759586347E-4
1.020849437E0,-1.221730490E-4,-6.108652451E-4,-7.679448463E-4
1.024849437E0,-6.108652451E-4,-5.934119690E-4,-8.203047328E-4
1.028849437E0,-2.967059845E-4,1.570796303E-4,-8.377580671E-4
1.032849437E0,3.839724232E-4,-5.235987483E-4,-8.377580671E-4
1.036849437E0,-6.283185212E-4,-1.221730490E-4,-3.839724232E-4
1.040849437E0,-4.537856148E-4,1.221730490E-4,-1.012290944E-3
1.044849437E0,-1.308996929E-3,1.919862116E-4,-1.483529806E-3
1.048851000E0,-1.082104165E-3,6.632251316E-4,-1.012290944E-3
1.052849437E0,-1.012290944E-3,6.283185212E-4,-8.726646192E-4
1.056849437E0,-4.014257283E-4,4.712388909E-4,-4.014257283E-4
1.060849437E0,-5.410520826E-4,7.330382941E-4,-7.155850180E-4
1.064851000E0,-2.792526793E-4,-8.726646047E-5,-5.061454722E-4
1.068849437E0,-1.413716702E-3,-1.396263397E-4,-5.934119690E-4
1.072849437E0,-1.919862116E-4,-1.745329246E-5,-4.712388909E-4
1.076851000E0,-1.239183708E-3,1.361356815E-3,-8.901178953E-4
1.080851000E0,-1.815142459E-3,6.632251316E-4,-9.948377265E-4
1.084849437E0,-1.658062800E-3,-4.014257283E-4,-8.726646192E-4
1.088849437E0,-1.326450263E-3,-8.726646047E-5,-8.552113432E-4
1.092851000E0,-1.082104165E-3,-1.396263397E-4,-8.377580671E-4
1.096849437E0,-1.012290944E-3,4.188790335E-4,-8.377580671E-4
1.100849437E0,-9.948377265E-4,1.623156248E-3,-8.377580671E-4
1.104849437E0,-2.373647876E-3,-2.967059845E-4,-8.377580671E-4
1.108851000E0,0.000000000E0,9.773843922E-4,-5.410520826E-4
1.112849437E0,-7.330382941E-4,4.188790335E-4,-3.141592606E-4
1.116849437E0,-3.141592606E-4,2.076941775E-3,-2.443460980E-4
1.120849437E0,-8.203047328E-4,1.448623254E-3,-5.235987483E-4
1.124851000E0,1.134464052E-3,5.235987483E-4,-1.064650831E-3
1.128851000E0,-2.844886621E-3,8.150687441E-3,-1.954768784E-3
1.132849437E0,-3.141592722E-3,4.834562074E-3,-2.268928074E-4
1.136849437E0,7.155850180E-4,3.071779385E-3,-1.134464052E-3
1.140851000E0,1.535889693E-3,9.599310579E-4,-9.075712296E-4
1.144851000E0,-6.283185212E-4,-1.745329209E-4,-1.308996929E-3
1.148849437E0,-4.537856148E-4,4.188790335E-4,-9.599310579E-4
1.152849437E0,-1.308996929E-3,2.617993741E-4,-1.221730490E-4
1.156851000E0,-1.535889693E-3,6.806784077E-4,-4.886921961E-4
1.160851000E0,-8.377580671E-4,3.316125658E-4,-7.504915702E-4
1.164851000E0,-5.061454722E-4,4.014257283E-4,-8.203047328E-4
1.168851000E0,-7.155850180E-4,-1.745329246E-5,-8.377580671E-4
1.172851000E0,-4.712388909E-4,-8.901178953E-4,-8.377580671E-4
1.176851000E0,-5.585053586E-4,-5.235987919E-5,-1.291543595E-3
1.180851000E0,-2.792526793E-4,0.000000000E0,-6.457717973E-4
1.184851000E0,-3.211405827E-3,9.250245057E-4,-1.919862116E-4
1.188851000E0,-1.570796361E-3,-1.919862116E-4,-3.665191471E-4
